OrderID,ProductID,Quantity
006599151,542,4
008841547,984,1
008841547,155,2
008841547,67,4
002783824,817,2
008740181,416,3
008740181,418,2
000292090,810,3
000292090,877,4
000292090,726,3
000292090,672,4
000292090,218,3
002313589,659,1
002313589,508,2
002313589,265,2
002313589,972,1
002313589,333,2
000073910,267,2
000073910,547,2
000073910,280,4
000073910,677,1
000073910,657,1
007034706,552,3
007034706,711,2
007034706,464,4
007034706,290,2
007034706,509,1
007034706,894,4
002271736,500,2
002271736,188,3
002271736,254,1
002271736,935,2
002271736,319,4
000288332,57,4
000288332,999,2
000288332,575,4
000288332,356,3
000288332,689,1
006552751,551,1
006552751,88,4
006552751,463,4
002962676,847,1
002962676,888,1
002962676,239,4
007591670,229,4
007591670,652,1
007591670,209,1
007591670,103,3
009141986,757,1
009141986,53,2
009141986,935,2
009141986,141,1
009141986,158,4
009141986,858,3
000953952,964,2
000953952,797,2
000953952,449,4
000953952,5,1
000953952,938,4
000870082,269,1
001426284,252,2
001426284,461,1
001426284,283,1
001426284,386,1
001426284,4,4
001078474,550,4
001078474,90,3
001961436,734,3
001961436,84,1
000648754,189,2
000648754,213,4
000648754,503,4
000648754,938,4
001513175,514,3
005767987,7,3
005767987,682,1
005767987,125,2
001517767,221,4
000989792,73,4
000989792,803,2
000989792,464,3
000989792,645,1
001521405,428,4
001521405,467,4
001521405,455,4
001521405,456,2
001521405,130,4
001521405,387,2
009705127,737,1
009705127,682,2
009705127,813,1
009705127,427,2
009705127,978,3
003460014,693,2
003460014,624,2
003460014,993,4
009113394,747,2
009113394,275,2
009113394,726,4
001989751,237,1
001989751,236,1
001989751,69,4
001989751,365,2
001989751,138,1
005953469,490,1
005953469,434,2
005953469,224,2
005953469,726,3
005953469,498,2
008589530,925,4
008508104,391,4
008508104,749,3
008508104,999,3
008508104,225,2
008508104,935,2
008508104,784,4
005743741,244,3
005743741,477,4
005743741,202,2
005743741,943,3
004442175,160,3
004442175,179,4
004442175,686,1
004442175,449,4
007677779,466,3
007677779,869,1
007677779,667,3
007677779,262,1
001502700,165,4
004287039,47,3
004287039,62,4
004287039,626,2
004287039,784,1
004287039,669,4
004287039,85,2
003900380,115,1
003900380,36,4
003900380,22,4
003900380,209,2
002038051,116,1
002038051,146,2
002038051,651,2
002038051,642,2
004733574,476,1
004733574,592,1
004733574,825,4
000887761,136,2
005957644,677,4
005957644,555,1
001800478,984,2
001800478,281,4
001800478,629,2
003030437,238,4
003030437,922,1
003030437,157,2
002242091,206,4
002242091,990,1
002242091,803,1
002242091,825,4
002242091,397,1
007139422,454,3
007139422,257,4
007139422,320,4
007357983,912,4
003275182,912,3
000264396,282,2
000264396,459,2
000264396,316,2
009015128,10,1
009015128,647,3
009015128,2,2
009015128,634,1
009015128,654,1
009015128,185,3
007348082,589,3
005424141,267,4
005424141,63,2
005424141,311,1
005424141,489,2
005424141,955,1
005424141,257,3
006948538,435,3
006948538,427,4
006948538,120,4
001162339,368,4
001162339,449,3
001162339,883,2
001162339,588,4
001162339,939,3
001162339,726,1
002895426,785,4
002895426,107,1
002895426,824,1
002895426,301,3
009214851,887,3
009214851,150,4
009214851,145,2
001636432,875,2
001636432,342,2
001636432,631,2
001636432,5,3
002613588,518,2
002613588,333,4
002613588,668,1
002613588,381,4
002613588,294,4
002613588,424,4
008976921,252,2
008976921,737,3
002693232,41,2
002693232,580,3
002693232,219,1
002693232,240,3
002693232,752,3
002693232,858,2
002212440,98,4
005406896,870,4
005406896,680,3
001879068,534,1
001879068,604,2
001879068,98,1
001879068,892,1
001879068,287,1
001879068,541,1
000197561,366,1
000197561,557,3
000197561,732,1
000197561,118,1
000589185,97,1
002418126,924,3
002418126,228,3
005065055,388,4
005065055,991,1
005065055,235,2
008964177,872,3
008964177,837,1
008964177,782,2
008964177,507,3
006206246,237,1
006206246,298,2
005858106,63,4
004496061,985,2
004496061,868,4
004496061,642,1
004496061,999,3
007503771,842,4
001016281,908,1
001037208,582,4
001037208,573,3
009054015,716,3
006081814,858,4
006081814,792,3
006081814,128,1
006081814,375,1
006081814,963,2
006638218,972,4
006638218,833,3
006638218,655,4
006638218,639,4
006638218,919,3
008329528,137,2
000423237,884,4
000423237,321,2
000423237,154,2
000423237,593,3
000423237,846,3
000423237,977,3
002510248,70,2
002510248,53,1
002510248,873,3
002510248,779,1
002296916,634,4
002296916,390,1
002296916,521,4
000476803,96,3
000476803,447,4
000476803,797,4
000476803,972,3
006168458,91,3
006168458,850,1
005204344,12,2
005204344,470,3
002782992,417,1
002782992,685,2
002782992,977,3
002782992,596,4
002782992,59,4
002782992,399,3
009266550,14,2
009266550,329,4
009824327,820,3
009824327,388,4
009824327,633,4
009824327,579,3
009824327,614,2
001534990,702,4
001534990,224,2
004924772,3,3
004924772,198,2
004924772,31,1
004924772,408,2
004924772,71,4
009251158,362,2
009251158,398,2
009251158,258,4
006086592,616,4
006086592,26,1
006086592,287,2
002225883,662,2
002225883,27,2
009950155,596,3
009950155,51,1
001458892,558,3
001458892,554,1
001458892,614,3
001458892,541,3
001458892,983,4
001458892,472,2
008276010,765,4
008276010,984,4
008276010,74,2
007027180,324,1
007027180,508,4
007027180,114,3
007027180,444,1
004142073,973,4
004142073,184,2
004142073,840,1
004142073,749,3
000374824,422,2
000374824,288,4
007761612,690,2
007761612,229,3
005327857,819,1
005327857,28,3
009422969,694,2
009422969,253,2
009422969,603,1
004091364,142,3
004029696,647,4
004029696,113,2
004029696,944,1
004776393,617,3
008809397,746,3
008809397,101,1
008809397,792,3
004201938,383,1
004201938,762,3
006905529,58,3
009770266,888,4
009770266,609,3
002276551,802,2
002276551,984,2
002276551,688,1
002276551,824,3
000624079,263,3
000624079,816,1
000624079,844,3
000624079,34,2
000624079,95,1
000624079,447,3
003852788,659,3
003852788,760,3
003852788,831,2
000949431,547,4
000949431,4,1
000949431,803,1
000949431,434,1
000241096,33,2
009324249,235,2
009324249,1,4
009324249,105,2
009324249,355,2
009324249,815,1
009324249,851,2
004682367,377,1
004682367,607,1
004682367,561,2
009463743,781,3
009463743,680,3
006976729,587,3
009201094,273,1
009201094,706,4
009201094,399,3
009201094,49,3
009201094,580,3
009201094,958,4
004551562,376,1
004551562,33,1
004551562,801,2
004551562,438,2
004551562,481,2
004551562,123,3
009259184,500,4
009259184,552,1
009259184,321,4
009259184,556,1
001769684,787,1
001769684,508,1
008299798,794,4
008299798,315,4
008299798,879,4
008299798,774,2
008299798,871,2
003376325,856,1
003376325,953,2
006881586,317,4
006881586,935,3
006881586,138,3
005907415,354,4
005907415,502,2
005907415,29,4
005907415,746,2
007096721,60,4
007096721,52,2
007096721,695,3
007096721,92,3
008069211,948,2
008069211,471,2
008069211,119,2
008069211,711,1
002443809,107,3
002443809,457,2
002443809,737,2
004060949,212,1
004060949,495,4
008513701,688,3
008513701,220,1
008513701,674,4
008513701,137,1
008513701,692,2
008513701,130,1
007938176,596,3
007938176,66,4
007938176,936,4
007938176,53,4
005402472,562,1
000928289,485,2
000928289,804,4
001096621,211,1
001096621,838,3
001096621,234,2
008564095,856,1
008564095,920,3
008564095,572,3
008564095,549,3
008564095,188,4
008564095,347,2
003087450,748,4
003087450,305,1
009448435,357,4
009448435,138,3
009448435,167,3
009448435,801,3
009448435,761,3
009448435,611,1
003274803,167,1
003274803,417,2
003274803,68,4
001575411,974,1
001575411,109,1
008786164,780,1
008786164,374,2
008786164,587,1
008786164,903,2
008786164,112,1
005817267,965,1
005817267,863,1
005817267,198,2
005817267,772,4
005817267,687,2
003781050,407,4
001175666,814,2
001175666,225,2
006455476,414,3
006455476,203,3
006455476,341,4
006455476,361,1
006455476,976,1
002068577,298,1
002068577,275,4
009681661,174,1
009681661,294,3
009681661,325,4
009681661,504,1
006450017,605,4
006450017,976,2
000485168,597,3
000485168,158,1
000485168,880,3
000485168,435,2
000485168,617,1
002066264,265,4
002066264,578,4
002066264,644,3
002066264,83,4
001364915,547,2
001276060,30,1
001276060,554,2
001276060,609,3
001276060,738,1
009007998,159,1
003623541,156,3
007097807,379,3
006972517,204,4
006972517,505,3
006972517,55,4
006972517,897,2
006972517,753,1
006318187,792,3
006318187,902,4
006318187,516,4
006393591,775,4
006393591,544,1
006393591,217,1
006393591,72,3
000843345,995,1
000843345,349,4
000843345,847,2
000843345,179,1
000843345,79,1
000843345,142,2
000578257,263,3
000578257,642,4
006464566,697,3
008158876,46,3
008158876,279,1
008158876,528,3
008158876,517,2
008158876,461,1
000548261,292,4
000548261,59,2
001060138,917,4
008079580,384,2
008079580,835,1
008079580,288,3
004997872,352,1
004997872,59,4
004997872,871,4
007783054,955,4
007783054,787,2
007783054,920,1
007783054,747,4
007783054,543,4
007783054,715,1
008684387,179,2
008684387,937,1
008684387,243,4
008684387,737,2
008684387,323,3
008684387,219,2
001496937,464,3
004364586,54,2
004364586,288,2
004364586,705,4
004364586,76,1
004364586,254,2
004744946,611,4
004744946,669,2
004744946,933,4
004744946,640,4
004744946,219,3
008998382,191,3
008998382,511,1
008998382,916,2
008998382,138,3
008998382,65,4
008998382,6,2
009675407,393,1
009675407,728,4
009675407,340,1
009675407,717,2
009675407,814,2
007629920,381,4
007629920,258,4
007629920,543,1
007629920,877,4
007629920,85,1
009943153,639,4
009943153,903,3
009943153,266,3
009943153,264,4
009943153,635,4
009943153,748,2
000302839,614,3
000302839,222,1
000302839,546,3
000302839,400,2
000302839,923,2
002382494,555,1
002382494,451,1
002382494,962,3
002382494,465,2
002382494,380,1
002382494,91,4
008399165,214,2
008399165,626,4
008399165,880,1
003941473,193,4
003941473,80,1
003941473,465,1
003941473,759,2
003941473,7,4
003941473,514,2
000006405,293,3
000006405,960,1
000006405,76,1
002892266,921,4
002892266,905,2
002892266,990,3
002892266,709,3
002892266,960,1
002892266,449,4
006553378,111,2
006553378,47,1
003251966,613,2
005231050,594,2
005231050,673,2
005231050,931,4
005231050,944,3
005231050,379,4
005231050,93,1
005040312,338,4
005040312,798,3
005040312,746,1
005040312,122,4
005040312,977,1
005040312,953,3
007553389,278,4
007553389,968,1
007553389,513,1
007553389,289,3
000628213,361,1
000628213,342,4
000628213,532,3
003536479,661,4
003536479,938,4
003536479,683,2
003536479,384,2
003536479,105,4
006685585,224,1
002975148,130,3
002975148,971,4
002975148,627,2
002975148,173,3
002975148,386,1
005891627,608,3
005891627,978,3
005891627,399,3
005891627,368,4
005891627,342,2
004995206,112,4
004995206,182,3
009041947,986,1
009041947,11,3
009041947,46,1
009041947,139,1
009041947,20,4
003856314,322,4
001623106,883,3
001623106,294,4
006247832,933,4
006247832,729,2
006247832,910,3
006247832,379,4
006247832,696,2
000711623,398,4
000711623,90,1
000711623,430,1
001110714,716,1
001110714,822,1
001110714,560,2
003250420,840,1
003250420,431,2
004715038,989,1
004715038,159,2
004715038,887,1
004715038,870,4
000013178,399,1
000013178,686,2
000013178,556,4
000013178,848,2
000013178,77,3
000013178,355,2
003733624,289,1
003733624,428,4
003733624,921,1
003733624,852,1
003733624,24,3
003733624,52,1
002029200,977,3
002029200,637,4
002029200,731,1
002029200,885,2
005385080,719,1
005385080,144,3
009586217,139,1
009586217,381,4
002717856,366,2
002717856,279,1
000920315,412,1
000920315,30,3
000920315,593,1
005942858,116,4
005942858,555,2
005942858,563,4
007833240,476,4
007833240,840,2
007833240,16,1
007322773,509,3
003014137,62,4
003014137,981,2
003014137,829,4
000096061,557,2
000096061,316,3
000096061,280,1
000096061,602,2
000096061,761,2
008497143,140,4
008497143,125,2
008497143,713,2
008816609,725,1
008816609,576,2
008816609,681,4
008816609,906,2
001797773,73,1
001797773,316,4
001797773,236,3
007740204,153,1
007740204,687,2
007740204,762,2
007740204,103,3
007740204,203,4
001596114,717,1
001596114,353,2
001596114,984,2
001596114,890,3
001596114,857,3
001596114,731,2
003427593,443,2
003427593,802,4
006791003,954,2
006791003,628,2
006791003,709,1
006791003,753,1
006791003,592,1
007754185,524,2
007754185,178,3
000496297,456,4
000496297,761,2
000496297,99,3
001627710,831,1
001627710,74,4
001627710,477,2
001627710,858,1
001627710,890,3
001411123,490,1
001411123,421,3
001411123,919,3
001411123,702,2
001411123,112,2
000756607,455,4
000756607,873,4
000756607,119,2
000756607,667,1
000756607,612,2
000756607,221,3
005233936,464,1
001258801,701,4
001258801,159,1
001258801,198,2
001258801,241,1
001258801,321,4
001258801,456,3
006556277,209,1
006556277,725,1
006556277,229,2
006556277,758,1
003062553,937,3
003062553,402,1
003062553,280,2
003062553,640,1
003062553,399,3
003062553,373,4
004413137,293,3
004413137,314,2
004413137,559,3
002600085,720,3
007261955,27,4
007261955,441,4
007261955,283,3
007261955,483,4
004145075,116,3
004145075,63,1
004145075,275,3
004145075,924,3
000215730,795,1
001301756,469,3
001301756,155,1
008366993,257,4
008366993,532,3
008366993,432,2
008366993,535,2
008366993,552,4
008366993,762,3
007644114,74,3
007644114,811,4
007644114,628,3
007644114,735,4
006492809,582,4
006492809,716,3
002793542,852,4
002793542,665,4
002793542,58,3
002793542,200,2
009771203,171,2
009771203,165,2
009092563,107,1
009092563,715,1
005955288,544,2
005955288,4,4
005955288,997,1
005955288,424,1
005955288,792,3
007425908,357,2
007425908,925,3
007425908,742,4
007425908,92,4
007425908,337,4
004933090,899,1
005624759,354,3
005624759,412,3
005624759,602,1
005624759,41,2
001288363,199,3
001288363,5,2
005499491,475,4
005499491,82,3
005499491,176,4
009842261,659,4
009842261,773,4
009842261,735,4
005728715,713,2
005728715,153,2
005728715,483,1
005728715,411,2
005728715,878,3
001785699,411,4
001785699,58,3
001785699,506,1
008805603,684,3
008805603,229,4
008805603,83,4
008805603,496,4
008805603,303,2
008805603,944,1
004399757,875,4
004399757,769,1
008175368,462,2
008175368,536,3
008175368,41,4
008175368,718,4
003290415,162,1
003290415,210,2
003290415,545,4
000556359,697,3
008152555,809,2
002272620,393,2
000237738,574,4
000237738,304,3
000237738,499,1
001324899,33,4
001324899,469,4
000748357,570,1
000748357,225,3
000748357,965,2
000748357,979,2
000748357,414,3
002581245,444,4
002581245,744,2
002581245,715,3
002581245,140,3
002581245,497,2
003680847,301,1
003680847,533,1
003680847,949,2
003680847,73,3
003680847,297,3
003680847,140,3
000636108,800,4
000636108,108,1
000636108,730,3
000636108,25,2
008049765,367,2
008049765,277,4
008049765,953,3
008049765,578,2
008049765,455,1
004393531,855,4
004393531,930,2
004393531,937,3
005789070,849,3
007216287,600,3
007216287,892,4
007216287,140,4
007216287,845,1
006558082,784,1
006558082,98,3
006558082,965,3
001384743,904,3
001384743,135,4
000416705,4,1
000416705,992,4
000416705,467,2
000416705,297,2
000416705,718,1
000416705,403,2
003501471,332,4
003501471,670,1
003501471,106,4
004282020,826,4
001793662,273,2
001793662,165,1
001793662,512,1
001793662,435,2
001793662,789,2
008756582,205,4
008756582,771,3
008756582,327,3
008756582,180,1
008756582,96,1
008756582,226,2
009112518,450,1
009112518,845,3
009112518,578,2
004650593,651,1
004650593,676,2
004650593,192,1
004650593,610,4
004650593,389,2
007381939,46,4
000946064,209,3
003289533,473,1
004605360,145,2
004605360,895,3
004605360,291,2
004605360,672,3
004605360,652,4
004605360,535,3
007557175,977,2
007557175,760,2
007557175,780,1
007557175,242,4
007557175,347,1
008827989,531,4
008827989,643,2
008827989,484,2
008827989,66,1
008827989,502,1
003104955,826,4
003104955,582,3
003104955,872,4
003104955,323,3
007304795,855,1
007304795,554,1
000216417,842,1
000216417,56,3
000216417,544,4
000216417,192,1
004380905,536,3
004380905,364,4
004380905,486,2
004380905,637,3
005818772,558,3
005818772,425,1
005818772,232,1
005818772,619,4
005818772,903,1
002249107,528,2
002249107,684,3
002249107,831,4
002249107,545,3
004974842,507,4
004974842,206,4
004974842,681,1
007322116,629,1
007322116,450,4
007322116,254,4
007322116,249,2
002395817,187,2
002395817,197,1
002395817,276,3
002395817,547,2
002395817,364,4
002395817,565,2
006438007,447,1
006438007,489,3
006438007,27,1
006438007,464,1
006438007,375,4
006438007,152,4
005179316,943,1
005179316,648,1
005179316,652,4
005179316,967,1
005179316,245,3
009271691,310,2
009271691,399,1
009271691,77,1
009271691,929,2
009271691,983,2
009271691,872,2
000059099,459,1
000059099,393,2
000059099,333,1
000646848,592,2
000646848,652,3
000646848,89,1
000646848,579,2
009912445,454,4
009912445,496,2
009912445,352,1
009912445,792,4
009912445,588,4
004869713,396,3
004869713,317,1
004869713,434,4
004869713,49,3
004869713,840,1
003134842,528,2
003134842,425,1
003134842,801,1
003134842,723,3
003134842,642,3
003134842,222,3
000541712,660,2
000541712,983,2
000541712,956,1
000541712,973,2
000541712,121,4
000541712,227,1
005280877,574,2
005280877,964,2
005280877,798,2
005280877,133,1
007317667,330,3
007317667,434,3
009929048,543,3
009929048,751,3
009929048,677,2
009929048,675,1
002213484,899,4
002213484,773,2
002213484,715,4
007625903,42,2
007625903,864,1
007625903,862,1
007625903,326,1
007625903,452,3
007625903,278,1
003805029,894,1
003805029,972,1
003805029,452,1
003805029,632,2
005237878,210,2
007566597,627,2
007566597,348,4
003239457,242,1
003239457,509,2
003239457,913,2
003239457,86,4
003239457,628,1
008920413,4,4
008920413,312,2
008920413,260,4
008920413,61,2
007114556,912,4
007114556,267,4
007114556,449,3
007114556,130,1
007113196,41,3
007113196,314,1
007113196,317,4
001394653,643,4
005482207,97,1
005482207,924,3
005482207,313,4
005482207,408,3
001537584,724,1
003843383,420,4
003843383,708,3
003843383,314,2
003843383,266,3
003084969,644,2
002024374,574,4
002024374,841,2
002024374,596,2
002024374,283,3
002024374,382,2
002536706,742,2
006041744,303,4
006041744,438,1
006041744,190,4
006041744,532,3
002128119,865,3
002128119,517,2
002128119,664,1
002128119,50,2
002128119,254,2
002128119,613,2
004230943,830,1
004230943,726,4
004230943,199,4
005232680,712,3
005232680,565,4
005232680,774,3
005232680,610,4
005232680,991,3
005232680,335,2
006425087,210,1
006425087,631,4
006425087,425,1
006425087,531,1
006425087,803,2
003861117,75,4
003861117,649,1
003861117,490,1
003861117,69,4
003861117,585,3
003861117,22,4
001768675,930,3
001768675,393,1
001768675,992,1
001768675,440,1
001768675,736,1
005274105,348,1
005274105,218,3
005274105,585,3
005274105,999,2
005274105,700,3
001870917,609,3
001870917,264,4
001870917,748,2
001870917,911,1
001870917,806,4
006971077,244,1
006971077,586,3
006971077,878,3
006971077,226,4
006971077,450,4
006971077,584,1
007893926,519,1
000050066,938,4
000050066,492,2
009088602,908,2
009088602,807,1
009088602,175,2
009088602,892,3
009088602,417,3
009088602,876,2
005926438,323,2
008660498,125,2
008660498,67,4
008660498,537,1
008660498,108,1
008660498,945,1
008660498,255,1
003440562,361,3
003440562,238,1
003440562,96,1
003440562,417,4
005350275,586,1
005350275,469,3
005350275,325,4
005350275,931,4
006554813,569,3
006554813,708,2
006554813,755,1
006554813,347,1
006554813,914,2
006554813,859,2
007594652,982,1
007594652,992,1
007594652,203,2
007594652,541,2
007594652,233,1
007594652,937,3
003360005,459,3
003360005,799,1
003360005,120,3
003360005,804,2
003360005,670,3
003360005,208,4
008119179,720,2
008119179,335,4
008119179,858,1
008119179,550,1
008482879,879,3
008482879,783,2
008482879,2,2
003890868,536,3
003890868,403,1
003890868,70,1
003890868,804,2
008304473,557,3
008304473,999,4
001317048,420,4
001317048,585,3
006979103,348,3
006979103,116,3
008559708,959,1
002895746,847,1
002895746,959,2
002895746,676,4
002895746,556,2
002381894,494,2
002381894,840,3
002381894,586,2
002381894,469,3
003911667,665,1
003911667,68,4
003911667,156,3
003911667,918,1
003911667,651,2
003911667,808,4
008130239,733,1
008130239,948,2
007103922,368,1
007103922,854,2
004629578,553,1
004629578,452,3
004629578,424,3
004629578,292,3
004629578,406,1
008832046,761,2
008832046,804,3
003237923,649,4
003237923,344,3
001708872,180,3
001708872,504,4
004256537,160,2
004256537,169,1
009707632,945,1
009707632,869,1
009707632,714,1
009707632,778,4
009707632,177,1
002094513,77,1
002094513,348,4
002094513,609,1
002094513,151,3
002094513,582,1
002094513,174,2
005171873,895,1
003089682,285,4
004652357,687,3
004652357,609,1
004652357,571,1
004652357,999,2
009870022,256,2
009870022,830,1
009870022,179,4
008673264,936,4
008673264,359,4
008673264,275,2
001389521,89,2
001389521,615,3
001389521,831,4
001389521,277,1
001389521,767,2
006397533,994,2
006397533,243,1
006397533,217,3
006397533,860,3
006397533,303,2
006082665,310,1
006082665,797,3
006082665,999,3
006082665,736,1
004666659,440,4
004666659,452,2
004666659,23,1
004666659,833,3
003633769,796,1
003633769,668,3
003633769,890,2
007693769,380,2
003850045,387,2
006243076,107,4
006243076,146,4
008451840,701,2
008451840,168,1
004673295,490,3
004673295,291,2
004673295,223,4
009892292,328,4
002435756,782,1
008285758,184,1
008285758,176,4
008285758,541,4
008285758,30,2
008285758,748,2
008285758,60,1
009126617,678,3
000835579,533,2
000835579,734,1
000835579,197,1
000835579,90,4
001846394,409,4
001846394,161,4
009557704,630,4
009557704,307,1
009557704,908,3
005771034,15,3
005771034,962,4
005771034,451,1
005771034,583,4
005771034,103,3
005771034,81,4
004875801,865,2
004875801,997,3
004875801,70,2
004875801,815,2
008956310,182,1
008956310,707,2
008956310,395,3
008956310,768,4
002928273,111,1
002928273,664,2
002928273,744,3
002928273,805,3
002928273,84,1
002928273,495,4
002593814,828,2
002593814,131,3
002593814,958,2
002593814,549,1
003738326,427,3
003738326,360,2
003738326,32,1
003738326,351,1
007483976,955,4
007483976,825,2
007483976,863,2
007483976,149,2
007483976,378,2
007483976,936,2
007308372,324,1
007308372,691,2
008779299,715,1
008779299,192,4
008779299,660,2
008779299,524,1
008779299,739,3
009327406,806,1
009327406,171,2
009327406,900,3
009327406,700,1
009327406,241,3
009327406,440,1
004761468,58,1
004761468,510,1
006930477,570,3
006930477,210,1
008603887,995,3
008603887,88,2
008603887,817,4
008603887,662,2
008603887,922,4
008603887,615,3
003386767,994,1
003386767,73,2
003386767,241,1
003386767,185,3
003386767,762,4
006380533,373,3
006380533,841,3
006380533,712,2
006380533,608,2
003516560,227,3
003516560,919,4
001212547,760,2
001212547,500,2
008806798,193,1
008723740,80,4
008723740,40,4
008723740,504,4
000588220,88,1
000588220,148,3
000588220,161,4
000588220,60,4
004341025,615,3
007246051,792,4
007246051,897,3
007246051,66,1
007246051,409,2
007246051,326,3
007246051,385,1
009944692,391,4
009944692,393,4
009944692,800,1
009944692,627,1
009944692,599,4
008835257,869,2
008835257,435,4
008835257,498,2
002774186,140,4
002774186,912,3
001755781,136,4
001755781,821,1
001755781,416,1
001755781,291,4
001755781,210,4
001755781,468,2
006927978,830,3
006927978,250,3
006927978,565,1
006927978,962,3
006927978,524,4
004790590,888,4
004790590,426,3
004790590,582,1
004790590,287,4
004790590,804,4
004790590,528,3
006808791,145,2
006808791,615,4
006808791,890,1
006808791,776,3
008759665,111,1
008888722,875,1
008888722,964,3
008888722,747,4
008888722,20,4
008888722,255,4
007881441,631,3
007881441,78,1
007881441,564,4
007881441,640,4
001764456,781,2
001764456,601,4
001764456,706,1
001764456,62,4
001764456,14,3
009081958,277,3
009081958,492,2
009081958,974,1
006859956,427,4
006859956,322,2
006859956,438,2
006859956,605,3
006859956,303,3
006859956,932,4
003633102,426,2
003633102,530,2
003633102,981,3
003633102,146,1
003633102,771,2
002953119,996,4
002953119,358,3
002953119,60,4
002953119,752,4
002953119,256,4
002953119,785,4
009087163,4,1
009087163,568,2
009087163,378,4
009087163,991,1
009087163,934,2
005472962,434,1
005472962,900,2
005472962,79,4
005472962,629,2
005472962,236,4
005472962,424,1
007830646,902,2
007830646,314,3
007830646,40,1
007830646,777,4
007830646,17,3
008271101,303,4
008271101,129,3
008271101,543,3
008271101,607,3
008271101,875,3
008271101,664,2
008210118,142,1
008210118,846,3
008210118,170,1
008210118,357,1
009987076,719,1
001948039,124,3
001948039,160,4
008928380,107,4
008928380,750,4
004565425,417,1
004565425,896,2
005902277,675,3
005902277,603,2
005902277,653,3
005902277,552,2
008284140,821,2
008284140,385,1
001849368,935,2
001849368,143,1
001849368,536,4
002233078,368,4
002233078,460,2
002233078,142,4
002233078,182,2
002233078,642,1
009289093,815,4
009289093,941,2
009289093,340,4
009289093,539,4
009289093,922,4
009289093,653,1
003235983,261,4
003235983,736,3
003235983,185,3
