ProductID,ProductCategoryID
138,3
139,2
139,3
140,2
140,3
141,2
141,3
142,2
143,2
143,3
144,2
144,3
145,2
146,2
146,3
146,6
147,2
148,2
148,3
149,2
150,2
151,2
151,3
151,6
152,2
153,2
153,3
153,6
154,2
155,2
155,3
155,6
156,2
157,2
158,2
158,3
158,6
159,2
160,2
160,3
160,6
161,2
161,3
162,2
162,3
162,6
163,2
163,3
163,6
164,2
164,3
165,2
165,3
166,2
166,3
166,6
167,2
167,3
168,2
169,2
169,3
169,6
170,2
171,2
171,3
172,2
172,3
172,6
173,2
173,3
173,6
174,2
175,2
175,3
176,2
176,3
177,2
178,2
178,3
179,2
179,3
179,6
180,2
181,2
181,3
182,2
183,2
184,2
184,3
185,2
185,3
185,6
186,2
186,3
186,6
187,2
188,2
189,2
189,3
190,2
191,2
191,3
191,6
192,2
193,2
193,3
193,6
194,2
194,3
194,6
195,2
195,3
196,2
196,3
196,6
197,2
197,3
198,2
198,3
199,2
200,2
200,3
201,2
201,3
202,2
203,2
204,2
204,3
205,2
205,3
206,2
206,3
207,2
207,3
207,6
208,2
208,3
209,2
209,3
209,6
210,2
211,2
211,3
211,6
212,2
212,3
212,6
213,2
213,3
214,2
214,3
214,6
215,2
215,3
215,6
216,2
217,2
217,3
218,2
219,2
220,2
221,2
221,3
222,2
222,3
222,6
223,2
223,3
224,2
224,3
225,2
225,3
226,2
226,3
226,6
227,2
227,3
227,6
228,2
228,3
228,6
229,2
229,3
230,2
230,3
230,6
231,2
231,3
231,6
232,2
232,3
233,2
234,2
234,3
234,6
235,2
235,3
236,2
237,2
238,2
238,3
239,2
239,3
239,6
240,2
241,2
241,3
242,2
243,2
243,3
244,2
245,2
246,2
246,3
247,2
247,3
248,2
248,3
248,6
249,2
249,3
250,2
250,3
250,6
251,2
252,2
253,2
254,2
254,3
254,6
255,2
255,3
255,6
256,2
256,3
257,2
257,3
257,6
258,2
258,3
258,6
259,2
260,2
260,3
260,6
261,2
262,2
262,3
263,2
263,3
263,6
264,2
264,3
264,6
265,2
266,2
266,3
266,6
267,2
268,2
269,2
269,3
270,2
271,2
271,3
272,2
272,3
273,2
273,3
274,2
274,3
274,6
275,2
275,3
276,2
277,2
277,3
277,6
278,2
279,2
279,3
280,2
280,3
280,6
281,2
281,3
281,6
282,2
283,2
284,2
284,3
285,2
285,3
285,6
286,2
287,2
287,3
287,6
288,2
289,2
290,2
290,3
290,6
291,2
291,3
291,6
292,2
292,3
292,6
293,2
294,2
294,3
295,2
295,3
295,6
296,2
296,3
296,6
297,2
297,3
297,6
298,2
298,3
298,6
299,2
299,3
300,2
300,3
300,6
301,2
301,3
301,6
302,2
302,3
303,2
304,2
304,3
305,2
306,2
307,2
307,3
307,6
308,2
309,2
310,2
310,3
311,2
312,2
312,3
312,6
313,2
313,3
313,6
314,2
315,2
316,2
317,2
318,2
318,3
318,6
319,2
320,2
321,2
321,3
321,6
322,2
322,3
322,6
323,2
324,2
324,3
324,6
325,2
326,2
326,3
326,6
327,2
327,3
328,2
328,3
328,6
329,2
329,3
330,2
330,3
330,6
331,2
331,3
332,2
332,3
333,2
334,2
334,3
335,2
335,3
335,6
336,2
337,2
337,3
338,2
338,3
339,2
339,3
340,2
341,2
342,2
342,3
343,2
344,2
345,2
345,3
346,2
347,2
347,3
347,6
348,2
348,3
349,2
349,3
350,2
350,3
350,6
351,2
351,3
351,6
352,2
353,2
353,3
353,6
354,2
355,2
355,3
356,2
356,3
356,6
357,2
357,3
357,6
358,2
358,3
359,2
359,3
359,6
360,2
360,3
361,2
362,2
362,3
362,6
363,2
363,3
364,2
365,2
365,3
366,2
366,3
366,6
367,2
367,3
368,2
368,3
368,6
369,2
369,3
369,6
370,2
370,3
370,6
371,2
371,3
371,6
372,2
372,3
372,6
373,2
374,2
375,2
375,3
375,6
376,2
376,3
377,2
377,3
378,2
379,2
379,3
380,2
380,3
381,2
381,3
381,6
382,2
382,3
382,6
383,2
383,3
384,2
384,3
385,2
385,3
385,6
386,2
386,3
386,6
387,2
387,3
387,6
388,2
389,2
389,3
390,2
390,3
391,2
391,3
391,6
392,2
393,2
393,3
394,2
395,2
395,3
396,2
397,2
397,3
398,2
398,3
398,6
399,2
400,2
401,2
401,3
401,6
402,2
403,2
403,3
404,2
405,2
406,2
406,3
406,6
407,2
408,2
409,2
409,3
410,2
410,3
411,2
411,3
412,2
413,2
413,3
414,2
414,3
415,2
415,3
416,2
417,2
418,2
418,3
419,2
419,3
420,2
420,3
421,2
421,3
421,6
422,2
422,3
423,2
423,3
424,2
424,3
425,2
425,3
426,2
426,3
426,6
427,2
427,3
427,6
428,2
428,3
429,2
430,2
431,2
431,3
432,2
432,3
432,6
433,2
433,3
434,2
434,3
435,2
436,2
436,3
436,6
437,2
437,3
438,2
438,3
438,6
439,2
439,3
440,2
440,3
440,6
441,2
441,3
441,6
442,2
443,2
443,3
443,6
444,2
444,3
444,6
445,2
445,3
445,6
446,2
447,2
447,3
448,2
449,2
450,2
451,2
452,2
453,2
453,3
453,6
454,2
454,3
454,6
455,2
455,3
456,2
456,3
456,6
457,2
458,2
459,2
459,3
460,2
461,2
461,3
461,6
462,2
462,3
463,2
463,3
464,2
465,2
466,2
467,2
467,3
468,2
468,3
469,2
469,3
470,2
470,3
470,6
471,2
471,3
471,6
472,2
472,3
473,2
473,3
473,6
474,2
474,3
474,6
475,2
476,2
476,3
477,2
478,2
479,2
479,3
479,6
480,2
480,3
481,2
481,3
482,2
482,3
483,2
484,2
484,3
484,6
485,2
485,3
486,2
486,3
486,6
487,2
487,3
488,2
488,3
488,6
489,2
489,3
489,6
490,2
490,3
491,2
492,2
492,3
492,6
493,2
494,2
495,2
495,3
495,6
496,2
497,2
497,3
497,6
498,2
498,3
499,2
500,2
500,3
501,2
501,3
501,6
502,2
503,2
504,2
505,2
505,3
506,2
506,3
507,2
508,2
508,3
508,6
509,2
509,3
510,2
510,3
510,6
511,2
512,2
513,2
513,3
514,2
515,2
515,3
515,6
516,2
516,3
517,2
517,3
518,2
519,2
519,3
520,2
520,3
520,6
521,2
521,3
521,6
522,2
522,3
523,2
523,3
524,2
524,3
524,6
525,2
526,2
527,2
528,2
529,2
529,3
530,2
531,2
531,3
532,2
532,3
533,2
534,2
535,2
535,3
535,6
536,2
536,3
536,6
537,2
537,3
537,6
538,2
538,3
539,2
539,3
539,6
540,2
540,3
540,6
541,2
542,2
542,3
543,2
543,3
544,2
544,3
545,2
545,3
545,6
546,2
546,3
547,2
547,3
548,2
548,3
548,6
549,2
550,2
550,3
550,6
551,2
552,2
553,2
553,3
554,2
555,2
556,2
556,3
556,6
557,2
558,2
558,3
559,2
559,3
560,2
560,3
560,6
561,2
562,2
562,3
562,6
563,2
564,2
564,3
565,2
565,3
566,2
566,3
567,2
568,2
568,3
568,6
569,2
569,3
569,6
570,2
570,3
571,2
571,3
572,2
573,2
574,2
575,2
575,3
576,2
576,3
576,6
577,2
577,3
578,2
578,3
578,6
579,2
579,3
579,6
580,2
581,2
581,3
582,2
582,3
582,6
583,2
583,3
584,2
584,3
584,6
585,2
585,3
585,6
586,2
586,3
586,6
587,2
588,2
588,3
589,2
589,3
589,6
590,2
591,2
592,2
592,3
592,6
593,2
594,2
595,2
596,2
596,3
596,6
597,2
598,2
598,3
598,6
599,2
599,3
599,6
600,2
601,2
602,2
602,3
603,2
603,3
604,2
604,3
605,2
605,3
605,6
606,2
607,2
608,2
609,2
609,3
609,6
610,2
610,3
610,6
611,2
611,3
611,6
612,2
612,3
612,6
613,2
614,2
614,3
615,2
616,2
617,2
617,3
617,6
618,2
618,3
618,6
619,2
620,2
620,3
620,6
621,2
621,3
621,6
622,2
622,3
623,2
623,3
624,2
624,3
625,2
626,2
627,2
627,3
627,6
628,2
629,2
629,3
630,2
630,3
630,6
631,2
632,2
633,2
633,3
633,6
634,2
634,3
634,6
635,2
636,2
636,3
637,2
637,3
637,6
638,2
638,3
639,2
640,2
641,2
642,2
643,2
643,3
643,6
644,2
645,2
645,3
646,2
646,3
647,2
647,3
647,6
648,2
648,3
648,6
649,2
649,3
650,2
651,2
651,3
652,2
653,2
653,3
654,2
654,3
654,6
655,2
655,3
656,2
656,3
656,6
657,2
658,2
658,3
658,6
659,2
659,3
659,6
660,2
660,3
661,2
662,2
662,3
662,6
663,2
664,2
665,2
665,3
666,2
667,2
668,2
669,2
670,2
671,2
671,3
672,2
672,3
672,6
673,2
673,3
674,2
674,3
674,6
675,2
675,3
676,2
676,3
677,2
678,2
678,3
678,6
679,2
679,3
680,2
680,3
680,6
681,2
681,3
681,6
682,2
682,3
683,2
683,3
683,6
684,2
685,2
685,3
685,6
686,2
687,2
687,3
687,6
688,2
689,2
689,3
690,2
691,2
691,3
691,6
692,2
692,3
692,6
693,2
694,2
694,3
694,6
695,2
696,2
697,2
697,3
697,6
698,2
699,2
700,2
700,3
701,2
702,2
702,3
702,6
703,2
703,3
703,6
704,2
704,3
704,6
705,2
705,3
706,2
706,3
707,2
707,3
708,2
708,3
708,6
709,2
709,3
709,6
710,2
711,2
711,3
711,6
712,2
712,3
712,6
713,2
713,3
713,6
714,2
714,3
714,6
715,2
715,3
716,2
716,3
716,6
717,2
718,2
718,3
719,2
719,3
720,2
721,2
722,2
722,3
722,6
723,2
723,3
723,6
724,2
725,2
725,3
726,2
726,3
726,6
727,2
728,2
729,2
730,2
731,2
731,3
731,6
732,2
732,3
732,6
733,2
733,3
733,6
734,2
735,2
735,3
736,2
737,2
737,3
737,6
738,2
739,2
739,3
739,6
740,2
740,3
741,2
741,3
742,2
742,3
743,2
743,3
744,2
744,3
745,2
745,3
745,6
746,2
746,3
747,2
748,2
748,3
749,2
749,3
750,2
750,3
750,6
751,2
751,3
751,6
752,2
752,3
753,2
754,2
754,3
754,6
755,2
755,3
756,2
756,3
756,6
757,2
758,2
758,3
759,2
759,3
759,6
760,2
761,2
761,3
761,6
762,2
763,2
763,3
764,2
764,3
765,2
765,3
765,6
766,2
766,3
767,2
767,3
767,6
768,2
768,3
769,2
769,3
770,2
770,3
770,6
771,2
772,2
772,3
773,2
773,3
774,2
775,2
776,2
776,3
776,6
777,2
777,3
778,2
778,3
779,2
780,2
781,2
781,3
782,2
783,2
783,3
783,6
784,2
784,3
784,6
785,2
785,3
785,6
786,2
787,2
787,3
787,6
788,2
788,3
789,2
790,2
791,2
792,2
792,3
792,6
793,2
793,3
793,6
794,2
794,3
795,2
796,2
796,3
797,2
797,3
798,2
798,3
799,2
800,2
800,3
800,6
801,2
801,3
801,6
802,2
803,2
803,3
804,2
804,3
805,2
805,3
805,6
806,2
806,3
807,2
808,2
808,3
808,6
809,2
810,2
811,2
812,2
812,3
812,6
813,2
813,3
813,6
814,2
815,2
816,2
816,3
817,2
818,2
818,3
819,2
819,3
820,2
821,2
821,3
821,6
822,2
823,2
823,3
823,6
824,2
824,3
824,6
825,2
826,2
826,3
826,6
827,2
827,3
827,6
828,2
828,3
829,2
829,3
830,2
831,2
831,3
831,6
832,2
833,2
833,3
833,6
834,2
834,3
834,6
835,2
835,3
836,2
836,3
837,2
837,3
837,6
838,2
839,2
839,3
840,2
840,3
840,6
841,2
842,2
842,3
843,2
843,3
843,6
844,2
845,2
845,3
845,6
846,2
847,2
848,2
849,2
850,2
850,3
851,2
852,2
853,2
854,2
854,3
854,6
855,2
855,3
856,2
856,3
856,6
857,2
857,3
858,2
858,3
859,2
860,2
861,2
862,2
862,3
863,2
863,3
863,6
864,2
864,3
865,2
865,3
866,2
867,2
867,3
868,2
869,2
869,3
870,2
871,2
871,3
871,6
872,2
872,3
873,2
873,3
874,2
874,3
874,6
875,2
876,2
877,2
877,3
878,2
878,3
878,6
879,2
879,3
880,2
880,3
881,2
882,2
882,3
883,2
883,3
883,6
884,2
884,3
884,6
885,2
885,3
885,6
886,2
886,3
886,6
887,2
887,3
887,6
888,2
888,3
889,2
890,2
890,3
891,2
892,2
892,3
892,6
893,2
893,3
894,2
895,2
895,3
896,2
896,3
896,6
897,2
897,3
898,2
899,2
899,3
900,2
900,3
900,6
901,2
901,3
902,2
902,3
903,2
903,3
903,6
904,2
904,3
905,2
906,2
907,2
907,3
908,2
908,3
908,6
909,2
909,3
910,2
910,3
910,6
911,2
911,3
912,2
913,2
914,2
914,3
915,2
916,2
916,3
916,6
917,2
917,3
917,6
918,2
918,3
918,6
919,2
920,2
920,3
921,2
922,2
923,2
923,3
924,2
924,3
925,2
925,3
925,6
926,2
926,3
927,2
927,3
927,6
928,2
928,3
928,6
929,2
929,3
929,6
930,2
931,2
931,3
932,2
933,2
933,3
934,2
934,3
934,6
935,2
935,3
935,6
936,2
937,2
937,3
938,2
939,2
939,3
940,2
940,3
940,6
941,2
942,2
942,3
942,6
943,2
943,3
943,6
944,2
944,3
945,2
945,3
946,2
946,3
947,2
947,3
948,2
949,2
950,2
951,2
951,3
951,6
952,2
952,3
952,6
953,2
954,2
954,3
954,6
955,2
955,3
955,6
956,2
957,2
958,2
959,2
959,3
959,6
960,2
960,3
961,2
961,3
961,6
962,2
962,3
962,6
963,2
963,3
963,6
964,2
964,3
964,6
965,2
966,2
966,3
966,6
967,2
967,3
968,2
969,2
969,3
970,2
970,3
970,6
971,2
972,2
972,3
972,6
973,2
973,3
974,2
974,3
975,2
976,2
976,3
976,6
977,2
977,3
977,6
978,2
978,3
978,6
979,2
979,3
980,2
981,2
981,3
982,2
982,3
982,6
983,2
983,3
984,2
984,3
985,2
985,3
986,2
986,3
986,6
987,2
987,3
987,6
988,2
988,3
989,2
989,3
989,6
990,2
991,2
991,3
991,6
992,2
992,3
992,6
993,2
993,3
993,6
994,2
995,2
995,3
996,2
996,3
996,6
997,2
997,3
998,2
999,2
1000,2
1000,3
